Organism	Name	Cell Type	Reference	URL	Entrez ID	Function
Human	ITGB4	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	3691	integrin subunit beta 4
Human	EMILIN1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	11117	elastin microfibril interfacer 1
Human	MICAL2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	9645	microtubule associated monooxygenase, calponin and LIM domain containing 2
Human	NKX2-3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	159296	NK2 homeobox 3
Human	STXBP6	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	29091	syntaxin binding protein 6
Human	SYNPO	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	11346	synaptopodin
Human	ATP2A3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	489	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
Human	GIMAP4	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	55303	GTPase, IMAP family member 4
Human	CMKLR1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	1240	chemerin chemokine-like receptor 1
Human	ITGA9	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	3680	integrin subunit alpha 9
Human	SMAD6	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	4091	SMAD family member 6
Human	EFNB2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	1948	ephrin B2
Human	LOX	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	4015	lysyl oxidase
Human	FZD4	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	8322	frizzled class receptor 4
Human	NTN1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	9423	netrin 1
Human	NPR1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	4881	natriuretic peptide receptor 1
Human	ARL4D	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	379	ADP ribosylation factor like GTPase 4D
Human	HEY2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	23493	hes related family bHLH transcription factor with YRPW motif 2
Human	HYAL2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	8692	hyaluronidase 2
Human	FKBP7	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	51661	FKBP prolyl isomerase 7
Human	NXN	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	64359	nucleoredoxin
Human	PDIA5	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	10954	protein disulfide isomerase family A member 5
Human	APH1B	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	83464	aph-1 homolog B, gamma-secretase subunit
Human	SOX18	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	54345	SRY-box transcription factor 18
Human	WBP1L	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	54838	WW domain binding protein 1 like
Human	LAMB2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	3913	laminin subunit beta 2
Human	CHST12	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	55501	carbohydrate sulfotransferase 12
Human	P3H3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	10536	prolyl 3-hydroxylase 3
Human	KLK10	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	5655	kallikrein related peptidase 10
Human	MALL	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	7851	mal, T cell differentiation protein like
Human	CLEC1A	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	51267	C-type lectin domain family 1 member A
Human	MARVELD1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	83742	MARVEL domain containing 1
Human	FAM198B	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	51313	golgi associated kinase 1B
Human	THBD	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	7056	thrombomodulin
Human	NOS3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	4846	nitric oxide synthase 3
Human	TNS2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	23371	tensin 2
Human	ATL2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	64225	atlastin GTPase 2
Human	ACKR3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	57007	atypical chemokine receptor 3
Human	COL4A4	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	1286	collagen type IV alpha 4 chain
Human	CALCRL	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	10203	calcitonin receptor like receptor
Human	COL4A3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	1285	collagen type IV alpha 3 chain
Human	PER3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	8863	period circadian regulator 3
Human	STAB1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	23166	stabilin 1
Human	CYP1B1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	1545	cytochrome P450 family 1 subfamily B member 1
Human	EPHX2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	2053	epoxide hydrolase 2
Human	KLK8	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	11202	kallikrein related peptidase 8
Human	BACE2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	25825	beta-secretase 2
Human	BMP6	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	654	bone morphogenetic protein 6
Human	SULF1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	23213	sulfatase 1
Human	CPQ	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	10404	carboxypeptidase Q
Human	PI16	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	221476	peptidase inhibitor 16
Human	AMIGO2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	347902	adhesion molecule with Ig like domain 2
Human	PTPRJ	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	5795	protein tyrosine phosphatase receptor type J
Human	TRIM47	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	91107	tripartite motif containing 47
Human	LMCD1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	29995	LIM and cysteine rich domains 1
Human	PDE3A	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	5139	phosphodiesterase 3A
Human	BMX	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	660	BMX non-receptor tyrosine kinase
Human	PROCR	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	10544	protein C receptor
Human	SMOC1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	64093	SPARC related modular calcium binding 1
Human	CRACR2B	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	283229	calcium release activated channel regulator 2B
Human	GJA5	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	2702	gap junction protein alpha 5
Human	BMP4	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	652	bone morphogenetic protein 4
Human	SOD3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	6649	superoxide dismutase 3
Human	ADH7	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	131	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
Human	PCOLCE2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	26577	procollagen C-endopeptidase enhancer 2
Human	PTGIS	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	5740	prostaglandin I2 synthase
Human	ACE	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	1636	angiotensin I converting enzyme
Human	GXYLT2	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	727936	glucoside xylosyltransferase 2
Human	CYTL1	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	54360	cytokine like 1
Human	EHD3	Endothelial cells (aorta)	PanglaoDB	https://panglaodb.se/	30845	EH domain containing 3
Human	ABCG2	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	9429	ATP binding cassette subfamily G member 2 (Junior blood group)
Human	GFAP	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	2670	glial fibrillary acidic protein
Human	GPR37L1	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	9283	G protein-coupled receptor 37 like 1
Human	SLC13A4	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	26266	solute carrier family 13 member 4
Human	SLC19A1	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	6573	solute carrier family 19 member 1
Human	SLC23A2	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	9962	solute carrier family 23 member 2
Human	SLC38A3	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	10991	solute carrier family 38 member 3
Human	TNFRSF19	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	55504	TNF receptor superfamily member 19
Human	TNFRSF21	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	27242	TNF receptor superfamily member 21
Human	FOXF2	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	2295	forkhead box F2
Human	FOXL2	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	668	forkhead box L2
Human	FOXQ1	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	94234	forkhead box Q1
Human	LEF1	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	51176	lymphoid enhancer binding factor 1
Human	PPARD	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	5467	peroxisome proliferator activated receptor delta
Human	ZIC3	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	7547	Zic family member 3
Human	ALCAM	Endothelial cells (blood brain barrier)	PanglaoDB	https://panglaodb.se/	214	activated leukocyte cell adhesion molecule
Human	GFRA3	Enteric glia cells	PanglaoDB	https://panglaodb.se/	2676	GDNF family receptor alpha 3
Human	MPZ	Enteric glia cells	PanglaoDB	https://panglaodb.se/	4359	myelin protein zero
Human	LGI4	Enteric glia cells	PanglaoDB	https://panglaodb.se/	163175	leucine rich repeat LGI family member 4
Human	RGS16	Enteric glia cells	PanglaoDB	https://panglaodb.se/	6004	regulator of G protein signaling 16
Human	ALDH1A1	Enteric glia cells	PanglaoDB	https://panglaodb.se/	216	aldehyde dehydrogenase 1 family member A1
Human	L1CAM	Enteric glia cells	PanglaoDB	https://panglaodb.se/	3897	L1 cell adhesion molecule
Human	CXCL14	Enteric glia cells	PanglaoDB	https://panglaodb.se/	9547	C-X-C motif chemokine ligand 14
Human	DKK3	Enteric glia cells	PanglaoDB	https://panglaodb.se/	27122	dickkopf WNT signaling pathway inhibitor 3
Human	INTS6	Enteric glia cells	PanglaoDB	https://panglaodb.se/	26512	integrator complex subunit 6
Human	DHRS3	Enteric glia cells	PanglaoDB	https://panglaodb.se/	9249	dehydrogenase/reductase 3
Human	SOX10	Enteric glia cells	PanglaoDB	https://panglaodb.se/	6663	SRY-box transcription factor 10
Human	GFAP	Enteric glia cells	PanglaoDB	https://panglaodb.se/	2670	glial fibrillary acidic protein
Human	S100B	Enteric glia cells	PanglaoDB	https://panglaodb.se/	6285	S100 calcium binding protein B
Human	NOS2	Enteric glia cells	PanglaoDB	https://panglaodb.se/	4843	nitric oxide synthase 2
Human	FOXD3	Enteric glia cells	PanglaoDB	https://panglaodb.se/	27022	forkhead box D3
Human	ALDH1A3	Enteric glia cells	PanglaoDB	https://panglaodb.se/	220	aldehyde dehydrogenase 1 family member A3
Human	SLC18A2	Enteric glia cells	PanglaoDB	https://panglaodb.se/	6571	solute carrier family 18 member A2
Human	HIVEP3	Enteric neurons	PanglaoDB	https://panglaodb.se/	59269	HIVEP zinc finger 3
Human	PLEKHA5	Enteric neurons	PanglaoDB	https://panglaodb.se/	54477	pleckstrin homology domain containing A5
Human	IGF2BP3	Enteric neurons	PanglaoDB	https://panglaodb.se/	10643	insulin like growth factor 2 mRNA binding protein 3
Human	ARHGAP26	Enteric neurons	PanglaoDB	https://panglaodb.se/	23092	Rho GTPase activating protein 26
Human	TTBK2	Enteric neurons	PanglaoDB	https://panglaodb.se/	146057	tau tubulin kinase 2
Human	ASTN1	Enteric neurons	PanglaoDB	https://panglaodb.se/	460	astrotactin 1
Human	CACNA1E	Enteric neurons	PanglaoDB	https://panglaodb.se/	777	calcium voltage-gated channel subunit alpha1 E
Human	TUB	Enteric neurons	PanglaoDB	https://panglaodb.se/	7275	TUB bipartite transcription factor
Human	FILIP1	Enteric neurons	PanglaoDB	https://panglaodb.se/	27145	filamin A interacting protein 1
Human	GCNT2	Enteric neurons	PanglaoDB	https://panglaodb.se/	2651	glucosaminyl (N-acetyl) transferase 2 (I blood group)
Human	VEZT	Enteric neurons	PanglaoDB	https://panglaodb.se/	55591	vezatin, adherens junctions transmembrane protein
Human	RET	Enteric neurons	PanglaoDB	https://panglaodb.se/	5979	ret proto-oncogene
Human	AHDC1	Enteric neurons	PanglaoDB	https://panglaodb.se/	27245	AT-hook DNA binding motif containing 1
Human	MAP6	Enteric neurons	PanglaoDB	https://panglaodb.se/	4135	microtubule associated protein 6
Human	RGMB	Enteric neurons	PanglaoDB	https://panglaodb.se/	285704	repulsive guidance molecule BMP co-receptor b
Human	FBXO7	Enteric neurons	PanglaoDB	https://panglaodb.se/	25793	F-box protein 7
Human	PPP2R5B	Enteric neurons	PanglaoDB	https://panglaodb.se/	5526	protein phosphatase 2 regulatory subunit B'beta
Human	SNX21	Enteric neurons	PanglaoDB	https://panglaodb.se/	90203	sorting nexin family member 21
Human	FSTL5	Enteric neurons	PanglaoDB	https://panglaodb.se/	56884	follistatin like 5
Human	LIX1	Enteric neurons	PanglaoDB	https://panglaodb.se/	167410	limb and CNS expressed 1
Human	RGS3	Enteric neurons	PanglaoDB	https://panglaodb.se/	5998	regulator of G protein signaling 3
Human	CYTH3	Enteric neurons	PanglaoDB	https://panglaodb.se/	9265	cytohesin 3
Human	TSHZ1	Enteric neurons	PanglaoDB	https://panglaodb.se/	10194	teashirt zinc finger homeobox 1
Human	STXBP5	Enteric neurons	PanglaoDB	https://panglaodb.se/	134957	syntaxin binding protein 5
Human	ATF5	Enteric neurons	PanglaoDB	https://panglaodb.se/	22809	activating transcription factor 5
Human	DMKN	Enteric neurons	PanglaoDB	https://panglaodb.se/	93099	dermokine
Human	CACNA1B	Enteric neurons	PanglaoDB	https://panglaodb.se/	774	calcium voltage-gated channel subunit alpha1 B
Human	PIK3CA	Enteric neurons	PanglaoDB	https://panglaodb.se/	5290	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
Human	ZDHHC2	Enteric neurons	PanglaoDB	https://panglaodb.se/	51201	zinc finger DHHC-type containing 2
Human	MYL1	Enteric neurons	PanglaoDB	https://panglaodb.se/	4632	myosin light chain 1
Human	EML5	Enteric neurons	PanglaoDB	https://panglaodb.se/	161436	EMAP like 5
Human	MFSD6	Enteric neurons	PanglaoDB	https://panglaodb.se/	54842	major facilitator superfamily domain containing 6
Human	SCN7A	Enteric neurons	PanglaoDB	https://panglaodb.se/	6332	sodium voltage-gated channel alpha subunit 7
Human	ARHGEF28	Enteric neurons	PanglaoDB	https://panglaodb.se/	64283	Rho guanine nucleotide exchange factor 28
Human	HAND2	Enteric neurons	PanglaoDB	https://panglaodb.se/	9464	heart and neural crest derivatives expressed 2
Human	VSTM2L	Enteric neurons	PanglaoDB	https://panglaodb.se/	128434	V-set and transmembrane domain containing 2 like
Human	FAM19A5	Enteric neurons	PanglaoDB	https://panglaodb.se/	25817	TAFA chemokine like family member 5
Human	EFNA5	Enteric neurons	PanglaoDB	https://panglaodb.se/	1946	ephrin A5
Human	HOXB4	Enteric neurons	PanglaoDB	https://panglaodb.se/	3214	homeobox B4
Human	TLX2	Enteric neurons	PanglaoDB	https://panglaodb.se/	3196	T cell leukemia homeobox 2
Human	GOLGA7B	Enteric neurons	PanglaoDB	https://panglaodb.se/	401647	golgin A7 family member B
Human	SLC18A3	Enteric neurons	PanglaoDB	https://panglaodb.se/	6572	solute carrier family 18 member A3
Human	TOX	Enteric neurons	PanglaoDB	https://panglaodb.se/	9760	thymocyte selection associated high mobility group box
Human	CELF6	Enteric neurons	PanglaoDB	https://panglaodb.se/	60677	CUGBP Elav-like family member 6
Human	GPR22	Enteric neurons	PanglaoDB	https://panglaodb.se/	2845	G protein-coupled receptor 22
Human	PLCE1	Enteric neurons	PanglaoDB	https://panglaodb.se/	51196	phospholipase C epsilon 1
Human	CYB561	Enteric neurons	PanglaoDB	https://panglaodb.se/	1534	cytochrome b561
Human	GFRA2	Enteric neurons	PanglaoDB	https://panglaodb.se/	2675	GDNF family receptor alpha 2
Human	FLOT2	Enteric neurons	PanglaoDB	https://panglaodb.se/	2319	flotillin 2
Human	SLC7A14	Enteric neurons	PanglaoDB	https://panglaodb.se/	57709	solute carrier family 7 member 14
Human	JPH3	Enteric neurons	PanglaoDB	https://panglaodb.se/	57338	junctophilin 3
Human	CASZ1	Enteric neurons	PanglaoDB	https://panglaodb.se/	54897	castor zinc finger 1
Human	TAC1	Enteric neurons	PanglaoDB	https://panglaodb.se/	6863	tachykinin precursor 1
Human	SCN3A	Enteric neurons	PanglaoDB	https://panglaodb.se/	6328	sodium voltage-gated channel alpha subunit 3
Human	CHRNA3	Enteric neurons	PanglaoDB	https://panglaodb.se/	1136	cholinergic receptor nicotinic alpha 3 subunit
Human	PARVA	Enteric neurons	PanglaoDB	https://panglaodb.se/	55742	parvin alpha
Human	SLC10A4	Enteric neurons	PanglaoDB	https://panglaodb.se/	201780	solute carrier family 10 member 4
Human	TM4SF4	Enteric neurons	PanglaoDB	https://panglaodb.se/	7104	transmembrane 4 L six family member 4
Human	FAM19A1	Enteric neurons	PanglaoDB	https://panglaodb.se/	407738	TAFA chemokine like family member 1
Human	SLC5A7	Enteric neurons	PanglaoDB	https://panglaodb.se/	60482	solute carrier family 5 member 7
Human	PHOX2B	Enteric neurons	PanglaoDB	https://panglaodb.se/	8929	paired like homeobox 2B
Human	PIRT	Enteric neurons	PanglaoDB	https://panglaodb.se/	644139	phosphoinositide interacting regulator of transient receptor potential channels
Human	HOXB5	Enteric neurons	PanglaoDB	https://panglaodb.se/	3215	homeobox B5
Human	HOXA5	Enteric neurons	PanglaoDB	https://panglaodb.se/	3202	homeobox A5
Human	GAL	Enteric neurons	PanglaoDB	https://panglaodb.se/	51083	galanin and GMAP prepropeptide
Human	CARTPT	Enteric neurons	PanglaoDB	https://panglaodb.se/	9607	CART prepropeptide
Human	NMU	Enteric neurons	PanglaoDB	https://panglaodb.se/	10874	neuromedin U
Human	VIP	Enteric neurons	PanglaoDB	https://panglaodb.se/	7432	vasoactive intestinal peptide
Human	CCK	Enteric neurons	PanglaoDB	https://panglaodb.se/	885	cholecystokinin
Human	REG4	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	83998	regenerating family member 4
Human	AFP	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	174	alpha fetoprotein
Human	SLC18A1	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	6570	solute carrier family 18 member A1
Human	LMX1A	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	4009	LIM homeobox transcription factor 1 alpha
Human	TRPA1	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	8989	transient receptor potential cation channel subfamily A member 1
Human	FGF1	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	2246	fibroblast growth factor 1
Human	PIEZO2	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	63895	piezo type mechanosensitive ion channel component 2
Human	ADGRG4	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	139378	adhesion G protein-coupled receptor G4
Human	ADM	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	133	adrenomedullin
Human	TPH1	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	7166	tryptophan hydroxylase 1
Human	CRH	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	1392	corticotropin releasing hormone
Human	GJB1	Enterochromaffin cells	PanglaoDB	https://panglaodb.se/	2705	gap junction protein beta 1
Human	GATA4	Enterocytes	PanglaoDB	https://panglaodb.se/	2626	GATA binding protein 4
Human	LYPD8	Enterocytes	PanglaoDB	https://panglaodb.se/	646627	LY6/PLAUR domain containing 8
Human	NLRP6	Enterocytes	PanglaoDB	https://panglaodb.se/	171389	NLR family pyrin domain containing 6
Human	KRT20	Enterocytes	PanglaoDB	https://panglaodb.se/	54474	keratin 20
Human	MYO1A	Enterocytes	PanglaoDB	https://panglaodb.se/	4640	myosin IA
Human	PPARG	Enterocytes	PanglaoDB	https://panglaodb.se/	5468	peroxisome proliferator activated receptor gamma
Human	SLC15A1	Enterocytes	PanglaoDB	https://panglaodb.se/	6564	solute carrier family 15 member 1
Human	FLOT2	Enterocytes	PanglaoDB	https://panglaodb.se/	2319	flotillin 2
Human	APOBEC1	Enterocytes	PanglaoDB	https://panglaodb.se/	339	apolipoprotein B mRNA editing enzyme catalytic subunit 1
Human	PLIN3	Enterocytes	PanglaoDB	https://panglaodb.se/	10226	perilipin 3
Human	SLC10A2	Enterocytes	PanglaoDB	https://panglaodb.se/	6555	solute carrier family 10 member 2
Human	SLC40A1	Enterocytes	PanglaoDB	https://panglaodb.se/	30061	solute carrier family 40 member 1
Human	SLC5A1	Enterocytes	PanglaoDB	https://panglaodb.se/	6523	solute carrier family 5 member 1
Human	TTC7A	Enterocytes	PanglaoDB	https://panglaodb.se/	57217	tetratricopeptide repeat domain 7A
Human	NPC1L1	Enterocytes	PanglaoDB	https://panglaodb.se/	29881	NPC1 like intracellular cholesterol transporter 1
Human	FABP1	Enterocytes	PanglaoDB	https://panglaodb.se/	2168	fatty acid binding protein 1
Human	ANPEP	Enterocytes	PanglaoDB	https://panglaodb.se/	290	alanyl aminopeptidase, membrane
Human	CA1	Enterocytes	PanglaoDB	https://panglaodb.se/	759	carbonic anhydrase 1
Human	CPS1	Enterocytes	PanglaoDB	https://panglaodb.se/	1373	carbamoyl-phosphate synthase 1
Human	DPP4	Enterocytes	PanglaoDB	https://panglaodb.se/	1803	dipeptidyl peptidase 4
Human	SLC2A5	Enterocytes	PanglaoDB	https://panglaodb.se/	6518	solute carrier family 2 member 5
Human	ALPI	Enterocytes	PanglaoDB	https://panglaodb.se/	248	alkaline phosphatase, intestinal
Human	FABP2	Enterocytes	PanglaoDB	https://panglaodb.se/	2169	fatty acid binding protein 2
Human	LCT	Enterocytes	PanglaoDB	https://panglaodb.se/	3938	lactase
Human	SI	Enterocytes	PanglaoDB	https://panglaodb.se/	6476	sucrase-isomaltase
Human	VIL1	Enterocytes	PanglaoDB	https://panglaodb.se/	7429	villin 1
Human	FUOM	Enterocytes	PanglaoDB	https://panglaodb.se/	282969	fucose mutarotase
Human	FAHD1	Enterocytes	PanglaoDB	https://panglaodb.se/	81889	fumarylacetoacetate hydrolase domain containing 1
Human	OTC	Enterocytes	PanglaoDB	https://panglaodb.se/	5009	ornithine carbamoyltransferase
Human	CDH17	Enterocytes	PanglaoDB	https://panglaodb.se/	1015	cadherin 17
Human	KHK	Enterocytes	PanglaoDB	https://panglaodb.se/	3795	ketohexokinase
Human	ABHD11	Enterocytes	PanglaoDB	https://panglaodb.se/	83451	abhydrolase domain containing 11
Human	VDR	Enterocytes	PanglaoDB	https://panglaodb.se/	7421	vitamin D receptor
Human	EHF	Enterocytes	PanglaoDB	https://panglaodb.se/	26298	ETS homologous factor
Human	CDC42EP5	Enterocytes	PanglaoDB	https://panglaodb.se/	148170	CDC42 effector protein 5
Human	CASP6	Enterocytes	PanglaoDB	https://panglaodb.se/	839	caspase 6
Human	HNF4A	Enterocytes	PanglaoDB	https://panglaodb.se/	3172	hepatocyte nuclear factor 4 alpha
Human	AQP1	Enterocytes	PanglaoDB	https://panglaodb.se/	358	aquaporin 1 (Colton blood group)
Human	TMEM45B	Enterocytes	PanglaoDB	https://panglaodb.se/	120224	transmembrane protein 45B
Human	RGMB	Enterocytes	PanglaoDB	https://panglaodb.se/	285704	repulsive guidance molecule BMP co-receptor b
Human	PDHA1	Enterocytes	PanglaoDB	https://panglaodb.se/	5160	pyruvate dehydrogenase E1 alpha 1 subunit
Human	CDO1	Enterocytes	PanglaoDB	https://panglaodb.se/	1036	cysteine dioxygenase type 1
Human	ELF3	Enterocytes	PanglaoDB	https://panglaodb.se/	1999	E74 like ETS transcription factor 3
Human	KRTCAP3	Enterocytes	PanglaoDB	https://panglaodb.se/	200634	keratinocyte associated protein 3
Human	DEGS2	Enterocytes	PanglaoDB	https://panglaodb.se/	123099	delta 4-desaturase, sphingolipid 2
Human	TMC4	Enterocytes	PanglaoDB	https://panglaodb.se/	147798	transmembrane channel like 4
Human	PPP1R14D	Enterocytes	PanglaoDB	https://panglaodb.se/	54866	protein phosphatase 1 regulatory inhibitor subunit 14D
Human	TM4SF5	Enterocytes	PanglaoDB	https://panglaodb.se/	9032	transmembrane 4 L six family member 5
Human	RNF186	Enterocytes	PanglaoDB	https://panglaodb.se/	54546	ring finger protein 186
Human	CEACAM1	Enterocytes	PanglaoDB	https://panglaodb.se/	634	carcinoembryonic antigen related cell adhesion molecule 1
Human	KLF5	Enterocytes	PanglaoDB	https://panglaodb.se/	688	Kruppel like factor 5
Human	CDX1	Enterocytes	PanglaoDB	https://panglaodb.se/	1044	caudal type homeobox 1
Human	CDX2	Enterocytes	PanglaoDB	https://panglaodb.se/	1045	caudal type homeobox 2
Human	CLDN15	Enterocytes	PanglaoDB	https://panglaodb.se/	24146	claudin 15
Human	ASCL2	Enterocytes	PanglaoDB	https://panglaodb.se/	430	achaete-scute family bHLH transcription factor 2
Human	SMOC2	Enterocytes	PanglaoDB	https://panglaodb.se/	64094	SPARC related modular calcium binding 2
Human	PRR15L	Enterocytes	PanglaoDB	https://panglaodb.se/	79170	proline rich 15 like
Human	FBP2	Enterocytes	PanglaoDB	https://panglaodb.se/	8789	fructose-bisphosphatase 2
Human	SDSL	Enterocytes	PanglaoDB	https://panglaodb.se/	113675	serine dehydratase like
Human	FERMT1	Enterocytes	PanglaoDB	https://panglaodb.se/	55612	fermitin family member 1
Human	ALDOB	Enterocytes	PanglaoDB	https://panglaodb.se/	229	aldolase, fructose-bisphosphate B
Human	MUC13	Enterocytes	PanglaoDB	https://panglaodb.se/	56667	mucin 13, cell surface associated
Human	PHGR1	Enterocytes	PanglaoDB	https://panglaodb.se/	644844	proline, histidine and glycine rich 1
Human	PRAP1	Enterocytes	PanglaoDB	https://panglaodb.se/	118471	proline rich acidic protein 1
Human	CCL25	Enterocytes	PanglaoDB	https://panglaodb.se/	6370	C-C motif chemokine ligand 25
Human	LGALS2	Enterocytes	PanglaoDB	https://panglaodb.se/	3957	galectin 2
Human	SPON2	Enterocytes	PanglaoDB	https://panglaodb.se/	10417	spondin 2
Human	ASPN	Enterocytes	PanglaoDB	https://panglaodb.se/	54829	asporin
Human	CTRB1	Enterocytes	PanglaoDB	https://panglaodb.se/	1504	chymotrypsinogen B1
Human	CD55	Enterocytes	PanglaoDB	https://panglaodb.se/	1604	CD55 molecule (Cromer blood group)
Human	CDH19	Enterocytes	PanglaoDB	https://panglaodb.se/	28513	cadherin 19
Human	SLC35F1	Enterocytes	PanglaoDB	https://panglaodb.se/	222553	solute carrier family 35 member F1
Human	G0S2	Enterocytes	PanglaoDB	https://panglaodb.se/	50486	G0/G1 switch 2
Human	GULP1	Enterocytes	PanglaoDB	https://panglaodb.se/	51454	GULP PTB domain containing engulfment adaptor 1
Human	NKD2	Enterocytes	PanglaoDB	https://panglaodb.se/	85409	NKD inhibitor of WNT signaling pathway 2
